Rxn name;Rxn description;Formula;Formula;Gene-reaction association;Genes;Proteins;Subsystem;Reversible;LB;UB;Objective;Confidence Score;EC Number;Notes;References
UAPGR;UDP N acetylenolpyruvoylglucosamine reductase;h[c] + nadph[c] + uaccg[c]  -> nadp[c] + uamr[c] ;cpd00067 + cpd00005 + cpd02820  -> cpd00006 + cpd00773 ;Pspto_3842;Pspto_3842;murB;Aminosugar Metabolism ;0;0;1000;0;2;1.3.1.98;Based on iJN746;PMID:18793442
UDCPDP;undecaprenyl diphosphatase;h2o[c] + udcpdp[c]  -> h[c] + pi[c] + udcpp[c] ;cpd00001 + cpd02229  -> cpd00067 + cpd00009 + cpd00286 ;;;;Peptidoglycan Biosynthesis ;0;0;1000;0;2;;Based on iJN746;PMID:18793442
UGMDDS;UDP N acetylmuramoyl L alanyl D glutamyl meso 2 6 diaminopimeloyl D alanyl D alanine synthetase;atp[c] + alaala[c] + ugmd[c]  -> h[c] + adp[c] + pi[c] + ugmda[c] ;cpd00002 + cpd00731 + cpd02964  -> cpd00067 + cpd00008 + cpd00009 + cpd02968 ;;;;Peptidoglycan Biosynthesis ;0;0;1000;0;2;;Based on iJN746;PMID:18793442
UHBZ1t_pp_;4 hydroxy benzoate reversible transport via proton symport periplasm ;h[p] + 4hbz[p]  <=> h[c] + 4hbz[c] ;cpd00067 + cpd00136  <=> cpd00067 + cpd00136 ;;;;B Ketoadipate pathway;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
UMPK;UMP kinase;atp[c] + ump[c]  <=> adp[c] + udp[c] ;cpd00002 + cpd00091  <=> cpd00008 + cpd00014 ;;;;Pyrimidine Metabolism;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
UNK3;2 keto 4 methylthiobutyrate transamination;glu_L[c] + 2kmb[c]  -> akg[c] + met_L[c] ;cpd00023 + cpd00869  -> cpd00024 + cpd00060 ;;;;Methionine Metabolism ;0;0;1000;0;2;;Based on iJN746;PMID:18793442
UPP3MT;uroporphyrinogen methyltransferase;2 amet[c] + uppg3[c]  -> h[c] + 2 ahcys[c] + dscl[c] ;2 cpd00017 + cpd00774  -> cpd00067 + 2 cpd00019 + cpd01620 ;;;;Porphyrin and Chlorophyll Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
UPP3S;uroporphyrinogen III synthase;hmbil[c]  -> h2o[c] + uppg3[c] ;cpd00755  -> cpd00001 + cpd00774 ;PSPTO_0129;PSPTO_0129;hemD;Porphyrin and Chlorophyll Metabolism;0;0;1000;0;2;4.2.1.75;Based on iJN746;PMID:18793442
UPPDC1;uroporphyrinogen decarboxylase uroporphyrinogen III ;4 h[c] + uppg3[c]  -> 4 co2[c] + cpppg3[c] ;4 cpd00067 + cpd00774  -> 4 cpd00011 + cpd02083 ;;;;Porphyrin and Chlorophyll Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
UPPDC2;uroporphyrinogen decarboxylase uroporphyrinogen I ;4 h[c] + uppg1[c]  -> 4 co2[c] + cpppg1[c] ;4 cpd00067 + cpd03414  -> 4 cpd00011 + cpd03416 ;;;;Porphyrin and Chlorophyll Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
UPPN;b ureidopropionase;2 h[c] + h2o[c] + cala[c]  -> co2[c] + nh4[c] + ala_B[c] ;2 cpd00067 + cpd00001 + cpd01720  -> cpd00011 + cpd00013 + cpd00085 ;;;;Pantothenate and CoA Biosynthesis;0;0;1000;0;2;;Based on iJN746;PMID:18793442
UPPRT;uracil phosphoribosyltransferase;prpp[c] + ura[c]  -> ppi[c] + ump[c] + ura[c];cpd00103 + cpd00092  -> cpd00012 + cpd00091 + ura[c];PSPTO_1130;PSPTO_1130;upp;Pyrimidine Metabolism;0;0;1000;0;2;2.4.2.9;Based on iJN746;PMID:18793442
URCN;urocanase;h2o[c] + urcan[c]  -> 4izp[c] ;cpd00001 + cpd00581  -> cpd02311 ;PSPTO_5270;PSPTO_5270;hutU;Histidine Metabolism;0;0;1000;0;2;4.2.1.49;Based on iJN746;PMID:18793442
UREA;urease;2 h[c] + h2o[c] + urea[c]  -> co2[c] + 2 nh4[c] ;2 cpd00067 + cpd00001 + cpd00073  -> cpd00011 + 2 cpd00013 ;Pspto_4891 or Pspto_4894 or Pspto_4895;Pput_2844  Pput_2845 Pput_2846;ureA and ureB and ureC;Urea cycleamino group metabolism;0;0;1000;0;2;3.5.1.5;Based on iJN746;PMID:18793442
VALTA;valine transaminase;akg[c] + val_L[c]  <=> glu_L[c] + 3mob[c] ;cpd00024 + cpd00156  <=> cpd00023 + cpd00123 ;Pspto_1332;Pspto_1332;ilvE;Valine leucine and isoleucine degradation;1;-1000;1000;0;2;2.6.1.42;Based on iJN746;PMID:18793442
VALTRS;Valyl tRNA synthetase;atp[c] + val_L[c] + trnaval[c]  -> amp[c] + ppi[c] + valtrna[c] ;cpd00002 + cpd00156 + cpd11924  -> cpd00018 + cpd00012 + cpd12133 ;PSPTO_1268;PSPTO_1268;valS;Valine Leucine and Isoleucine Metabolism;0;0;1000;0;2;6.1.1.9;Based on iJN746;PMID:18793442
VALabcpp;L valine transport via ABC system periplasm ;atp[c] + h2o[c] + val_L[p]  -> h[c] + adp[c] + pi[c] + val_L[c] ;cpd00002 + cpd00001 + cpd00156  -> cpd00067 + cpd00008 + cpd00009 + cpd00156 ;;;;Transport;0;0;1000;0;2;;Based on iJN746;PMID:18793442
VANKpp;Vanillateproton symport transport;h[p] + vanlt[p]  <=> h[c] + vanlt[c] ;cpd00067 + cpd04073  <=> cpd00067 + cpd04073 ;;;;Transport;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
VNDH;VanillinNAD oxidoreductase;h2o[c] + nad[c] + vanln[c]  -> 2 h[c] + nadh[c] + vanlt[c] ;cpd00001 + cpd00003 + cpd00561  -> 2 cpd00067 + cpd00004 + cpd04073 ;PSPTO_2943;PSPTO_2943;vdh;B Ketoadipate pathway;0;0;1000;0;2;1.2.1.67;Based on iJN746;PMID:18793442
VNLNpp;Vanillinproton symport transport;h[p] + vanln[p]  <=> h[c] + vanln[c] ;cpd00067 + cpd00561  <=> cpd00067 + cpd00561 ;;;;Transport;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
VNTDM;vanillateoxygen oxidoreductase demethylating ;h[c] + o2[c] + nadh[c] + vanlt[c]  -> h2o[c] + 34dhbz[c] + nad[c] + fald[c] ;cpd00067 + cpd00007 + cpd00004 + cpd04073  -> cpd00001 + cpd00197 + cpd00003 + cpd00055 ;;;;B Ketoadipate pathway;0;0;1000;0;2;;Based on iJN746;PMID:18793442
XAND;xanthine dehydrogenase;h2o[c] + nad[c] + xan[c]  -> h[c] + nadh[c] + urate[c] ;cpd00001 + cpd00003 + cpd00309  -> cpd00067 + cpd00004 + cpd00300 ;;;;Purine Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
XTSNH;Xanthosine hydrolase;h2o[c] + xtsn[c]  -> rib_D[c] + xan[c] ;cpd00001 + cpd01217  -> cpd00105 + cpd00309 ;;;;Purine Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
pentso3abcpp;pentanesulfonate transport via ABC system periplasm ;atp[c] + h2o[c] + pentso3[p]  -> h[c] + adp[c] + pi[c] + pentso3[c] ;cpd00002 + cpd00001 + cpd16742  -> cpd00067 + cpd00008 + cpd00009 + cpd16742 ;;;;Transport;0;0;1000;0;2;;Based on iJN746;PMID:18793442
EX_34dhbz(e);M 3 4 Dihydroxybenzoate C7H5O4 exchange;34dhbz[e]  <=> ;cpd00197  <=> ;;;;Exchange;1;0;1000;0;;;Based on iJN746;PMID:18793442
EX_acon_C(e);M cis Aconitate C6H3O6 exchange;acon_C[e]  <=> ;cpd00331  <=> ;;;;Exchange;1;0;1000;0;;;Based on iJN746;PMID:18793442
EX_arg_L(e);M L Arginine C6H15N4O2 exchange;arg_L[e]  <=> ;cpd00051  <=> ;;;;Exchange;1;0;1000;0;;;Based on iJN746;PMID:18793442
EX_bz(e);M Benzoate C7H5O2 exchange;bz[e]  <=> ;cpd00153  <=> ;;;;Exchange;1;0;1000;0;;;Based on iJN746;PMID:18793442
EX_chols(e);M Choline sulfate C5H13NO4S exchange;chols[e]  <=> ;cpd00681  <=> ;;;;Exchange;1;0;1000;0;;;Based on iJN746;PMID:18793442
EX_cit(e);M Citrate C6H5O7 exchange;cit[e]  <=> ;cpd00137  <=> ;;;;Exchange;1;0;1000;0;;;Based on iJN746;PMID:18793442
EX_ethso3(e);M ethanesulfonate C2H5O3S exchange;ethso3[e]  <=> ;cpd11579  <=> ;;;;Exchange;1;0;1000;0;;;Based on iJN746;PMID:18793442
EX_fe2(e);M Fe2 Fe exchange;fe2[e]  <=> ;cpd00021  <=> ;;;;Exchange;1;-30;1000;0;;;Based on iJN746;PMID:18793442
EX_fru(e);M D Fructose C6H12O6 exchange;fru[e]  <=> ;cpd00082  <=> ;;;;Exchange;1;0;1000;0;;;Based on iJN746;PMID:18793442
EX_glc_D(e);M D Glucose C6H12O6 exchange;glc_D[e]  <=> ;cpd00027  <=> ;;;;Exchange;1;-3.01;1000;0;;;Based on iJN746;PMID:18793442
EX_glu_L(e);M L Glutamate C5H8NO4 exchange;glu_L[e]  <=> ;cpd00023  <=> ;;;;Exchange;1;0;1000;0;;;Based on iJN746;PMID:18793442
EX_gly(e);M Glycine C2H5NO2 exchange;gly[e]  <=> ;cpd00033  <=> ;;;;Exchange;1;0;1000;0;;;Based on iJN746;PMID:18793442
EX_glyc(e);M Glycerol C3H8O3 exchange;glyc[e]  <=> ;cpd00100  <=> ;;;;Exchange;1;0;1000;0;;;Based on iJN746;PMID:18793442
EX_his_L(e);M L Histidine C6H9N3O2 exchange;his_L[e]  <=> ;cpd00119  <=> ;;;;Exchange;1;0;1000;0;;;Based on iJN746;PMID:18793442
EX_icit(e);M Isocitrate C6H5O7 exchange;icit[e]  <=> ;cpd00260  <=> ;;;;Exchange;1;0;1000;0;;;Based on iJN746;PMID:18793442
EX_isetac(e);M Isethionic acid C2H5O4S exchange;isetac[e]  <=> ;cpd03048  <=> ;;;;Exchange;1;0;1000;0;;;Based on iJN746;PMID:18793442
EX_lys_L(e);M L Lysine C6H15N2O2 exchange;lys_L[e]  <=> ;cpd00039  <=> ;;;;Exchange;1;0;1000;0;;;Based on iJN746;PMID:18793442
EX_mso3(e);M methanesulfonate CH3O3S exchange;mso3[e]  <=> ;cpd08023  <=> ;;;;Exchange;1;0;1000;0;;;Based on iJN746;PMID:18793442
EX_na1(e);M Sodium Na exchange;na1[e]  <=> ;cpd00971  <=> ;;;;Exchange;1;-30;1000;0;;;Based on iJN746;PMID:18793442
EX_pac(e);M Phenylacetic acid C8H7O2 exchange;pac[e]  <=> ;cpd00430  <=> ;;;;Exchange;1;0;1000;0;;;Based on iJN746;PMID:18793442
EX_pentso3(e);M pentanesulfonate C5H11O3S exchange;pentso3[e]  <=> ;cpd16742  <=> ;;;;Exchange;1;0;1000;0;;;Based on iJN746;PMID:18793442
EX_pro_L(e);M L Proline C5H9NO2 exchange;pro_L[e]  <=> ;cpd00129  <=> ;;;;Exchange;1;0;1000;0;;;Based on iJN746;PMID:18793442
EX_quin_kt(e);M Quinate C7H11O6 exchange;quin_kt[e]  <=> ;cpd00248  <=> ;;;;Exchange;1;0;1000;0;;;Based on iJN746;PMID:18793442
EX_so4(e);M Sulfate O4S exchange;so4[e]  <=> ;cpd00048  <=> ;;;;Exchange;1;-30;1000;0;;;Based on iJN746;PMID:18793442
EX_taur(e);M Taurine C2H7NO3S exchange;taur[e]  <=> ;cpd00210  <=> ;;;;Exchange;1;0;1000;0;;;Based on iJN746;PMID:18793442
EX_tyr_L(e);M L Tyrosine C9H11NO3 exchange;tyr_L[e]  <=> ;cpd00069  <=> ;;;;Exchange;1;0;1000;0;;;Based on iJN746;PMID:18793442
BIOMASS_F1;Biomass of F1;0.0004 nadph[c] + 0.00013 nadp[c] + 45.7318 atp[c] + 6e-06 coa[c] + 45.5608 h2o[c] + 3e-06 succoa[c] + 5e-05 accoa[c] + 0.001 amp[c] + 0.00215 nad[c] + 5e-05 nadh[c] + 0.5516398 glu_L[c] + 0.235 gtp[c] + 1e-05 fad[c] + 0.22877 gln_L[c] + 0.20955 asp_L[c] + 0.035 ptrc[c] + 0.459545 ala_L[c] + 0.211667 arg_L[c] + 0.3827466 asn_L[c] + 0.0231 pg161[c] + 0.0105 pg181[c] + 0.0006 clpn160[p] + 0.0031 clpn161[p] + 0.0002 clpn180[p] + 0.0014 clpn181[p] + 0.078596 met_L[c] + 0.136 utp[c] + 0.214 ctp[c] + 0.049176 cys_L[c] + 0.232293 lys_L[c] + 0.0231 dctp[c] + 0.003 udpg[c] + 0.179229 ser_L[c] + 0.417820 gly[c] + 0.0005 hemeO[c] + 0.073656 his_L[c] + 0.252562 ile_L[c] + 0.352394 leu_L[c] + 0.05 5mthf[c] + 0.0148 dttp[c] + 0.0232 dgtp[c] + 0.0143 datp[c] + .1565777 pro_L[c] + 0.0086 pe160[p] + 0.0419 pe161[p] + 0.0028 pe180[p] + 0.019 pe181[p] + 0.0046 pg160[c] + 0.0015 pg180[c] + 0.176 phe_L[c] + 0.083266 tyr_L[c] + 0.0005 sheme[c] + 0.188970 thr_L[c] + 0.051 trp_L[c] + 0.299687 val_L[c] + 0.028 peptido_kt[c]  -> 45.5604 h[c] + 45.5608 adp[c] + 0.7302 ppi[c] + 45.5628 pi[c] ;0.0004 cpd00005 + 0.00013 cpd00006 + 45.7318 cpd00002 + 6e-06 cpd00010 + 45.5608 cpd00001 + 3e-06 cpd00078 + 5e-05 cpd00022 + 0.001 cpd00018 + 0.00215 cpd00003 + 5e-05 cpd00004 + 0.5516398 cpd00023 + 0.235 cpd00038 + 1e-05 cpd00015 + 0.22877 cpd00053 + 0.20955 cpd00041 + 0.035 cpd00118 + 0.459545 cpd00035 + 0.211667 cpd00051 + 0.3827466 cpd00132 + 0.0231 cpd15539 + 0.0105 cpd15541 + 0.0006 cpd15428 + 0.0031 cpd15429 + 0.0002 cpd15430 + 0.0014 cpd15431 + 0.078596 cpd00060 + 0.136 cpd00062 + 0.214 cpd00052 + 0.049176 cpd00084 + 0.232293 cpd00039 + 0.0231 cpd00356 + 0.003 cpd00026 + 0.179229 cpd00054 + 0.417820 cpd00033 + 0.0005 cpd11313 + 0.073656 cpd00119 + 0.252562 cpd00322 + 0.352394 cpd00107 + 0.05 cpd00345 + 0.0148 cpd00357 + 0.0232 cpd00241 + 0.0143 cpd00115 + .1565777 cpd00129 + 0.0086 cpd15531 + 0.0419 cpd15532 + 0.0028 cpd15533 + 0.019 cpd15534 + 0.0046 cpd15538 + 0.0015 cpd15540 + 0.176 cpd00066 + 0.083266 cpd00069 + 0.0005 cpd00557 + 0.188970 cpd00161 + 0.051 cpd00065 + 0.299687 cpd00156 + 0.028 cpd11452  -> 45.5604 cpd00067 + 45.5608 cpd00008 + 0.7302 cpd00012 + 45.5628 cpd00009 ;;;;Biomass;0;0;1000;1;1;;Based on KT2440. E. coli. RNA.DNA and protein content estimated from F1 genome.;
ATPM;ATP maintenance requirement;atp[c] + h2o[c]  -> h[c] + adp[c] + pi[c] ;cpd00002 + cpd00001  -> cpd00067 + cpd00008 + cpd00009 ;;;;Unassigned;0;0.92;0.92;0;1;;Based on KT data;
OMAIS;4 oxalmesaconate isomerase;omaketo[c]  <=> omaenol[c] ;cpd16739  <=> cpd02717 ;PSPTO_4257;PSPTO_4257;;Gallic acid Metabolism;1;-1000;1000;0;2;5.3.2.6;BlastP;
6HNACMO;6 hydroxynicotinic acid monooxygenase;2 h[c] + o2[c] + nadh[c] + 6hnac[c]  -> co2[c] + h2o[c] + nad[c] + dhpyr[c] ;2 cpd00067 + cpd00007 + cpd00004 + cpd00752  -> cpd00011 + cpd00001 + cpd00003 + cpd00778 ;;;;Nicotinic acid pathway;0;0;1000;0;2;;BlastP;
NACHY;Nicotinic acid 6 Hydroxylase;0.5 o2[c] + nac[c]  -> 6hnac[c] ;0.5 cpd00007 + cpd00218  -> cpd00752 ;;;;Nicotinic acid pathway;0;0;1000;0;2;;BlastP;
GLYALDDr;D Glyceraldehyde dehydrogenase;h2o[c] + nad[c] + glyald[c]  <=> 2 h[c] + nadh[c] + glyc_R[c] ;cpd00001 + cpd00003 + cpd00448  <=> 2 cpd00067 + cpd00004 + cpd00223 ;;;;Glycerophospholipid Metabolism;1;-1000;1000;0;2;;BlastP;
ALCD19;alcohol dehydrogenase glycerol ;h[c] + nadh[c] + glyald[c]  <=> nad[c] + glyc[c] ;cpd00067 + cpd00004 + cpd00448  <=> cpd00003 + cpd00100 ;;;;Glycerophospholipid Metabolism;1;-1000;1000;0;2;;BlastP;
LYSDC;lysine decarboxylase;h[c] + lys_L[c]  -> co2[c] + 15dap[c] ;cpd00067 + cpd00039  -> cpd00011 + cpd01155 ;;;;Lysine Metabolism;0;0;1000;0;2;EC-4.1.1.18;BlastP;
PGMT;phosphoglucomutase;g1p[c]  <=> g6p[c] ;cpd00089  <=> cpd00079 ;;;;Glycolysis;1;-1000;1000;0;2;;BlastP;
GCALDD;Glycolaldehyde dehydrogenase;h2o[c] + nad[c] + gcald[c]  -> 2 h[c] + nadh[c] + glyclt[c] ;cpd00001 + cpd00003 + cpd00229  -> 2 cpd00067 + cpd00004 + cpd00139 ;;;;Folate Biosynthesis;0;0;1000;0;2;;BlastP;
AADSACYCL;2 Aminoadipate 6 semialdehyde;h[c] + h2o[c] + thp2c[c]  <=> L2aadp6sa[c] ;cpd00067 + cpd00001 + cpd00352  <=> cpd02522 ;;;;Lysine Metabolism;1;-1000;1000;0;1;;spontaneous reaction;
AOXHEXCYCL;6 Amino 2 oxohexanoate cyclation;6a2ohxnt[c]  <=> 1pipdn2c[c] + h2o[c] ;cpd02074  <=> 1pipdn2c[c] + cpd00001 ;;;;Lysine Metabolism;1;-1000;1000;0;1;;spontaneous reaction;
OMCDC;2 Oxo 4 methyl 3 carboxypentanoate decarboxylation;h[c] + 3c4mop[c]  -> co2[c] + 4mop[c] ;cpd00067 + cpd02605  -> cpd00011 + cpd00200 ;;;;Valine Leucine and Isoleucine Metabolism;0;0;1000;0;1;;spontaneous reaction;
BHMT;betaine homocysteine S methyltransferase;glyb[c] + hcys_L[c]  -> met_L[c] + dmgly[c] ;cpd00540 + cpd00135  -> cpd00060 + cpd00756 ;;;;Glycine Serine and threonine metabolism;0;0;1000;0;1;;spontaneous reaction;
G5SADr;L-glutamate 5-semialdehyde dehydratase. reversible;glu5sa[c]  <=> h[c] + h2o[c] + 1pyr5c[c] ;cpd00858  <=> cpd00067 + cpd00001 + cpd02431 ;;;;Arginine and Proline Metabolism;1;-1000;1000;0;1;;spontaneous reaction;
DMGDH;dimethylglycine dehydrogenase;h2o[c] + fad[c] + dmgly[c]  <=> fadh2[c] + fald[c] + sarcs[c] ;cpd00001 + cpd00015 + cpd00756  <=> cpd00982 + cpd00055 + cpd00183 ;;;;Glycine Serine and threonine metabolism;1;-1000;1000;0;1;;Orphan reactions in Pseudomonas;
DAPAT;Cadaverine aminotranferase;akg[c] + 15dap[c]  -> h[c] + h2o[c] + glu_L[c] + pprdn[c] ;cpd00024 + cpd01155  -> cpd00067 + cpd00001 + cpd00023 + cpd03691 ;;;;Lysine Biosynthesis;0;0;1000;0;1;;Orphan reactions in Pseudomonas;
PPRDNDH;Piperideine dehydrogenase;2 h2o[c] + nad[c] + pprdn[c]  -> h[c] + nadh[c] + 5aptn[c] ;2 cpd00001 + cpd00003 + cpd03691  -> cpd00067 + cpd00004 + cpd00339 ;;;;Lysine Biosynthesis;0;0;1000;0;1;;Orphan reactions in Pseudomonas;
AATA;2 aminoadipate transaminase;glu_L[c] + 2oxoadp[c]  <=> L2aadp[c] + akg[c] ;cpd00023 + cpd00269  <=> cpd00705 + cpd00024 ;;;;Lysine Metabolism;1;-1000;1000;0;1;;Orphan reactions in Pseudomonas;
GLCOAS;glutaryl CoA synthetase;atp[c] + coa[c] + glutar[c]  -> adp[c] + pi[c] + glutcoa[c] ;cpd00002 + cpd00010 + cpd00379  -> cpd00008 + cpd00009 + cpd00413 ;;;;Lysine Metabolism;0;0;1000;0;1;;Orphan reactions in Pseudomonas;
CYSTL;cystathionine b lyase;h2o[c] + cyst_L[c]  -> pyr[c] + nh4[c] + hcys_L[c] ;cpd00001 + cpd00424  -> cpd00020 + cpd00013 + cpd00135 ;;;;Methionine Metabolism;0;0;1000;0;1;;Orphan reactions in Pseudomonas;
PPTGS_KT;Peptidoglycan subunit synthesis Pputida KT2440;uaagmda[c]  -> h[c] + udcpdp[c] + peptido_kt[c] ;cpd03495  -> cpd00067 + cpd02229 + cpd11452 ;;;;Peptidoglycan Biosynthesis ;0;0;1000;0;1;;Orphan reactions in Pseudomonas;
PPPGO;protoporphyrinogen oxidase aerobic ;1.5 o2[c] + pppg9[c]  -> 3 h2o[c] + ppp9[c] ;1.5 cpd00007 + cpd00791  -> 3 cpd00001 + cpd01476 ;;;;Porphyrin and Chlorophyll Metabolism;0;0;1000;0;1;;Orphan reactions in Pseudomonas;
OBDHc;2 Oxobutanoate dehydrogenase cytosolic;coa[c] + nad[c] + 2obut[c]  -> co2[c] + nadh[c] + ppcoa[c] ;cpd00010 + cpd00003 + cpd00094  -> cpd00011 + cpd00004 + cpd00086 ;;;;Propanoate Metabolism;0;0;1000;0;1;;Orphan reactions in Pseudomonas;
PYNP2r;pyrimidine nucleoside phosphorylase uracil ;pi[c] + uri[c]  <=> ura[c] + r1p[c] ;cpd00009 + cpd00249  <=> cpd00092 + cpd00475 ;;;;Pyrimidine Metabolism;1;-1000;1000;0;1;;Orphan reactions in Pseudomonas;
R1PK;ribose 1 phosphokinase;atp[c] + r1p[c]  -> h[c] + adp[c] + r15bp[c] ;cpd00002 + cpd00475  -> cpd00067 + cpd00008 + cpd00847 ;;;;Ribose Metabolism;0;0;1000;0;1;;Orphan reactions in Pseudomonas;
MSULR;Metanesulfonate reductase NADPH2 ;3 nadp[c] + 3 h2o[c] + ch4s[c]  <=> 4 h[c] + 3 nadph[c] + mso3[c] ;3 cpd00006 + 3 cpd00001 + cpd00324  <=> 4 cpd00067 + 3 cpd00005 + cpd08023 ;;;;Sulfur Metabolism;1;-1000;1000;0;1;;Orphan reactions in Pseudomonas;
3HBCOAHL;3 hydroxyisobutyryl CoA hydrolase mitochondrial;h2o[c] + 3hibutcoa[c]  -> h[c] + coa[c] + 3hmp[c] ;cpd00001 + cpd02503  -> cpd00067 + cpd00010 + cpd00876 ;;;;Valine leucine and isoleucine degradation;0;0;1000;0;1;;Orphan reactions in Pseudomonas;
ACOADH1;acyl CoA dehydrogenase 2 Methyl butanoyl CoA;fad[c] + 2mbcoa[c]  -> fadh2[c] + 2mb2coa[c] ;cpd00015 + cpd00760  -> cpd00982 + cpd02125 ;;;;Valine leucine and isoleucine degradation;0;0;1000;0;1;;Orphan reactions in Pseudomonas;
ACOADH2;acyl CoA dehydrogenase Isobutiryl CoA ;o2[c] + 2 ibcoa[c]  -> 2 h2o[c] + 2 2mp2coa[c] ;cpd00007 + 2 cpd00481  -> 2 cpd00001 + 2 cpd02187 ;;;;Valine leucine and isoleucine degradation;0;0;1000;0;1;;Orphan reactions in Pseudomonas;
ECOAH12;3 hydroxyacyl CoA dehydratase 3 hydroxyisobutyryl CoA mitochondria ;h2o[c] + 2mp2coa[c]  -> 3hibutcoa[c] ;cpd00001 + cpd02187  -> cpd02503 ;;;;Valine leucine and isoleucine degradation;0;0;1000;0;1;;Orphan reactions in Pseudomonas;
ECOAH9ir;2 Methylprop 2 enoyl CoA 2 Methylbut 2 enoyl CoA ;h2o[c] + 2mb2coa[c]  -> 3hmbcoa[c] ;cpd00001 + cpd02125  -> cpd02691 ;;;;Valine leucine and isoleucine degradation;0;0;1000;0;1;;Orphan reactions in Pseudomonas;
MACCOAT;2 Methylacetyl CoA thiolase;coa[c] + 2maacoa[c]  -> accoa[c] + ppcoa[c] ;cpd00010 + cpd02124  -> cpd00022 + cpd00086 ;;;;Valine leucine and isoleucine degradation;0;0;1000;0;1;;Orphan reactions in Pseudomonas;
EAR100y;enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C10:0);h[c] + nadph[c] + tdec2eACP[c]  -> nadp[c] + dcaACP[c] ;cpd00067 + cpd00005 + cpd11475  -> cpd00006 + cpd11474 ;;;;Fatty Acid  Biosynthesis;0;0;1000;0;2;EC-1.3.1.10;Based on iJN746;
EAR120y;enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C12:0);h[c] + nadph[c] + tddec2eACP[c]  -> nadp[c] + ddcaACP[c] ;cpd00067 + cpd00005 + cpd11469  -> cpd00006 + cpd11468 ;;;;Fatty Acid  Biosynthesis;0;0;1000;0;2;EC-1.3.1.10;Based on iJN746;
EAR121y;enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C12:1);h[c] + nadph[c] + t3c5ddeceACP[c]  -> nadp[c] + cddec5eACP[c] ;cpd00067 + cpd00005 + cpd15569  -> cpd00006 + cpd15415 ;;;;Fatty Acid  Biosynthesis;0;0;1000;0;2;EC-1.3.1.10;Based on iJN746;
EAR140y;enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C14:0);h[c] + nadph[c] + tmrs2eACP[c]  -> nadp[c] + myrsACP[c] ;cpd00067 + cpd00005 + cpd11467  -> cpd00006 + cpd11466 ;;;;Fatty Acid  Biosynthesis;0;0;1000;0;2;EC-1.3.1.10;Based on iJN746;
EAR141y;enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C14:1);h[c] + nadph[c] + t3c7mrseACP[c]  -> nadp[c] + tdeACP[c] ;cpd00067 + cpd00005 + cpd15570  -> cpd00006 + cpd15294 ;;;;Fatty Acid  Biosynthesis;0;0;1000;0;2;EC-1.3.1.10;Based on iJN746;
EAR160y;enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C16:0);h[c] + nadph[c] + tpalm2eACP[c]  -> nadp[c] + palmACP[c] ;cpd00067 + cpd00005 + cpd11477  -> cpd00006 + cpd15277 ;;;;Fatty Acid  Biosynthesis;0;0;1000;0;2;EC-1.3.1.10;Based on iJN746;
EAR161y;enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C16:1);h[c] + nadph[c] + t3c9palmeACP[c]  -> nadp[c] + hdeACP[c] ;cpd00067 + cpd00005 + cpd15571  -> cpd00006 + cpd15239 ;;;;Fatty Acid  Biosynthesis;0;0;1000;0;2;EC-1.3.1.10;Based on iJN746;
EAR180y;enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C18:0);h[c] + nadph[c] + toctd2eACP[c]  -> nadp[c] + ocdcaACP[c] ;cpd00067 + cpd00005 + cpd11572  -> cpd00006 + cpd11573 ;;;;Fatty Acid  Biosynthesis;0;0;1000;0;2;EC-1.3.1.10;Based on iJN746;
EAR181y;enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C18:1);h[c] + nadph[c] + t3c11vaceACP[c]  -> nadp[c] + octeACP[c] ;cpd00067 + cpd00005 + cpd15568  -> cpd00006 + cpd11825 ;;;;Fatty Acid  Biosynthesis;0;0;1000;0;2;EC-1.3.1.10;Based on iJN746;
EAR40y;enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C4:0);h[c] + nadph[c] + but2eACP[c]  -> nadp[c] + butACP[c] ;cpd00067 + cpd00005 + cpd11465  -> cpd00006 + cpd11464 ;;;;Fatty Acid  Biosynthesis;0;0;1000;0;2;EC-1.3.1.10;Based on iJN746;
